energy,d1i,d1r,d2i,d2r
0.1451505,3.63228146E-029,-2.99343083E-029,1.14074652E-032,5.92598116E-032
0.11505017,2.3972414E-031,-8.62609773E-031,2.43434491E-030,-1.89964161E-030
0.17023411,2.0297475E-030,-2.87235878E-030,-2.12520837E-031,-4.13050754E-031
0.16020067,4.03697149E-031,-5.32377632E-029,2.58725133E-030,-3.95544156E-030
0.11003344,1.23008296E-031,-3.1810035E-031,-1.9647045E-031,1.43918864E-031
0.13511706,5.29127391E-030,-6.91931009E-030,-3.91328205E-030,1.0592476E-030
0.15518395,1.69212757E-029,-4.93874251E-028,-5.14865833E-030,-4.21880405E-030
0.13010033,1.29146704E-030,-2.66282853E-030,8.92925555E-031,-5.97569825E-031
0.12006689,-4.23404406E-031,-2.34281028E-030,1.56022887E-030,7.24363999E-030
0.15016722,4.34571049E-028,-7.51445484E-029,-2.58418921E-031,-1.47463236E-030
0.12508361,1.39462942E-030,-2.82747351E-031,1.5040964E-029,7.3390491E-030
0.1,6.4474036E-031,-1.57051064E-030,1.9169604E-032,1.62661583E-031
0.17525084,2.32682852E-030,-3.7756288E-030,-4.11914726E-031,3.97647185E-031
0.14013378,6.77577854E-030,-8.28064392E-030,1.45824002E-031,-3.85871137E-032
0.16521739,5.87626528E-030,-1.26664643E-029,6.59128381E-031,3.03069525E-031
0.10501672,6.04396592E-031,-3.81094525E-032,6.81972104E-032,1.46953686E-031
0.11605351,-1.90720711E-030,-3.35183469E-031,2.50474576E-031,5.03701509E-030
0.14615385,6.77094546E-029,-1.92490893E-029,1.38511218E-031,-2.16419858E-031
0.16120401,2.97661442E-029,-2.94096516E-029,-9.92274033E-031,1.16762901E-030
0.15618729,1.30383946E-028,-1.81712898E-028,1.27535889E-030,2.05727959E-030
0.1361204,2.13341973E-030,-1.85159939E-030,9.91834583E-031,1.56442752E-030
0.13110368,2.14399276E-030,-2.47134562E-030,5.5962938E-031,-3.01337926E-031
0.17123746,-2.9311214E-031,-3.23926324E-030,3.96287501E-031,-5.34808867E-031
0.12608696,6.11715482E-031,-2.29373418E-030,-7.89350943E-030,-2.38558099E-030
0.15117057,6.6534515E-028,6.01131396E-028,-6.12706404E-030,-9.51540259E-030
0.11103679,1.90683238E-032,-6.17503866E-031,-4.12575945E-031,2.53168921E-031
0.10100334,1.22684746E-030,-2.13504473E-030,5.85918618E-032,5.17883966E-032
0.17625418,1.2220016E-030,-3.32433104E-030,-6.83452387E-032,-4.61378419E-032
0.12107023,-2.50022602E-031,-1.36703657E-030,3.7272934E-030,-8.02299406E-031
0.16622074,8.02043446E-030,-7.33799618E-030,3.99115285E-031,-2.6832797E-031
0.14113712,9.75929761E-030,-1.27217584E-029,4.80790989E-032,7.42848749E-032
0.10602007,1.94376572E-032,-4.17794696E-031,9.98283517E-032,1.85419855E-031
0.11705686,5.06018151E-030,-7.02936907E-030,7.50489797E-031,-2.15131381E-030
0.16220736,1.47684747E-029,-1.36043408E-029,3.36307395E-031,1.56036454E-031
0.1270903,1.48322986E-030,-1.63649809E-030,-7.16219336E-030,1.10669413E-029
0.14715719,5.9967315E-029,-1.07970565E-031,4.23937938E-032,-9.09023087E-031
0.13712375,4.04048226E-030,-8.80778021E-030,2.93825089E-031,4.11744172E-031
0.1722408,-1.18212421E-030,-4.75191872E-030,2.09156457E-031,-7.27925348E-032
0.15719064,7.02671238E-029,-6.81981428E-029,5.05753834E-031,1.05006203E-031
0.10200669,1.06105512E-030,3.06391515E-030,5.09933589E-032,6.90398049E-032
0.11204013,-6.77104853E-031,-7.25807715E-031,-8.52815964E-031,-2.26478319E-031
0.12207358,6.2589958E-031,-2.34459736E-030,-2.22523328E-030,9.51011934E-031
0.13210702,3.08472661E-030,-2.96844467E-030,2.89700873E-030,1.15804492E-031
0.16722408,6.23898656E-030,-5.20158575E-030,-5.84599383E-031,1.16472105E-030
0.15217391,-2.82159647E-028,1.1885224E-027,1.46753499E-029,2.12312383E-029
0.10702341,-1.35040439E-031,-5.39701184E-031,-7.9838226E-032,3.30520505E-031
0.17725753,1.01381484E-030,-4.0692133E-030,-4.03992487E-032,8.12541072E-032
0.14214047,1.79052377E-029,-9.16509025E-030,9.41399088E-032,-3.78055196E-032
0.1180602,5.5953531E-030,4.13942994E-030,-1.67594513E-030,-3.50380135E-030
0.12809365,1.33823722E-030,-2.42206743E-030,-5.78558368E-030,-5.74478559E-030
0.1632107,1.38404671E-029,-1.03308896E-029,2.74920437E-031,-2.45317087E-031
0.17324415,1.26671455E-031,-6.76407033E-030,6.01957249E-031,-3.20115619E-031
0.14816054,7.05036647E-029,-3.34683095E-029,4.84294283E-032,1.55143699E-031
0.13812709,8.12390588E-030,-2.42188946E-030,1.91707986E-031,1.82973211E-032
0.15819398,4.28249727E-029,-3.13525398E-029,-2.37887213E-031,-1.30652386E-031
0.10301003,-9.2191561E-031,-9.71324248E-031,6.77562282E-032,1.91587023E-032
0.13311037,1.97236973E-030,2.01180757E-030,3.89279203E-030,-1.93129832E-030
0.16822742,3.40035693E-030,-2.88338468E-030,-5.73965845E-031,-4.14558303E-031
0.12307692,6.34484743E-031,-1.0849798E-030,-2.52416715E-030,-5.65039679E-030
0.15317726,-1.17125711E-027,3.00875575E-028,-6.50864464E-030,-1.15058917E-030
0.11304348,1.83068467E-030,-1.3847451E-030,-5.50370191E-031,-1.84830898E-031
0.17826087,2.17435504E-030,-3.65441466E-030,4.98673882E-033,1.14408214E-032
0.10802676,-5.33905157E-031,-5.8285033E-031,-2.63822192E-031,1.03353457E-031
0.14314381,1.35056837E-029,-1.0656091E-029,2.11554644E-031,-2.18321526E-031
0.11906355,-1.55694784E-030,1.7529609E-030,-3.06074183E-030,-7.03804224E-031
0.12909699,1.57254937E-030,-1.71327585E-030,3.16352533E-031,2.39677759E-031
0.17424749,2.74069105E-030,-5.6078752E-030,5.90747696E-031,7.02440759E-031
0.16421405,3.54973654E-030,-6.74892108E-030,-8.22236067E-031,-8.5393496E-032
0.14916388,1.33540746E-028,-8.16742842E-029,8.76456609E-032,-6.26010865E-033
0.15919732,-2.51396405E-030,-1.70282738E-029,-2.13039071E-030,2.31795472E-030
0.13913043,3.79851791E-030,-5.33507849E-030,3.64697432E-031,1.34558333E-031
0.10401338,-1.05438606E-030,-5.04802296E-031,8.94241774E-032,6.3175333E-032
0.13411371,-3.23601447E-030,-5.68568062E-030,-1.52150929E-030,-2.21214981E-030
0.12408027,1.21071128E-030,-2.45044134E-030,4.86779621E-030,-4.56467169E-030
0.1541806,-6.34103939E-028,-6.03949927E-028,-3.42187549E-030,-2.7548853E-030
0.16923077,2.05614595E-030,-4.26533305E-030,-1.95072193E-031,-3.46583032E-031
0.11404682,4.00616739E-031,-1.46686369E-031,-4.68153994E-031,-1.72785695E-030
0.17926421,1.63752707E-030,-2.66755206E-030,-3.84949119E-032,1.13018992E-031
0.1090301,1.12377338E-030,-4.77725056E-031,-1.42110632E-031,1.90063118E-031
0.14414716,2.11546146E-029,-2.14826147E-029,-7.08978384E-034,1.24832966E-032
0.18026756,8.48233942E-031,-2.79494061E-030,-6.93162822E-032,5.35694791E-032
0.18528428,1.49489009E-030,-5.7405198E-030,-6.76250007E-032,-2.28940073E-032
0.190301,2.71818659E-031,-5.95657489E-031,1.12954119E-031,-2.43009162E-031
0.20033445,7.97893392E-031,-3.40839889E-031,2.3555461E-032,-4.00434585E-033
0.19531773,1.10266434E-030,-9.39028417E-031,1.66225694E-031,-1.52033343E-032
0.21036789,1.97020782E-031,-3.09599478E-031,-2.27702732E-032,1.46586622E-032
0.20535117,3.03113035E-031,-2.43826114E-031,5.90415724E-033,2.09386951E-032
0.21538462,2.52526196E-031,-3.94791426E-031,-3.58030735E-033,-3.84842112E-032
0.23043478,8.15343013E-032,-1.46206365E-031,1.30651487E-032,6.24292378E-032
0.23545151,1.27177518E-031,-1.91160359E-031,-1.2596847E-032,1.12932873E-032
0.22040134,3.87910545E-031,-3.09328301E-031,-3.29933238E-033,-1.03684504E-032
0.22541806,2.4485299E-031,-1.04112256E-031,1.80793456E-032,-8.05507331E-033
0.24046823,1.61713772E-031,-1.84354041E-031,-8.42234642E-033,-2.07288244E-033
0.24548495,1.91009171E-031,-1.26130958E-031,-3.14641536E-033,-4.5489723E-033
0.25050167,1.08631681E-031,-2.86036735E-032,5.08693963E-032,5.7197868E-033
0.25551839,1.98289338E-032,-5.36783711E-032,-6.05061426E-034,7.47805661E-033
0.1812709,9.00186287E-031,-3.38019817E-030,-5.64472529E-032,5.10439903E-032
0.19130435,1.52080232E-030,-8.74640916E-031,2.54516999E-031,2.51459061E-032
0.19632107,9.67604995E-031,-3.304239E-031,1.00637523E-031,1.59373169E-031
0.20133779,4.00097999E-031,-3.10139731E-031,-2.13105063E-034,1.96103486E-032
0.18628763,5.30467801E-030,-5.12875995E-030,-7.78295405E-032,-5.8984745E-032
0.21137124,3.11443253E-031,-4.7697518E-031,-3.07004164E-032,1.64649314E-032
0.23143813,1.38786244E-031,-2.01036205E-031,-2.25995081E-032,4.33850262E-032
0.20635452,2.34350919E-031,-3.69610244E-031,6.11451156E-034,2.19006316E-032
0.21638796,4.47845275E-031,-3.21006045E-031,1.36723747E-032,-2.59912599E-032
0.23645485,1.84701824E-031,-2.23013332E-031,-1.03487436E-032,7.12206062E-033
0.22140468,2.47306215E-031,-1.10763954E-031,-3.38174122E-033,-9.45348148E-033
0.2264214,1.03356832E-031,-1.67606132E-031,1.30162388E-032,-1.21723344E-032
0.24147157,2.1400418E-031,-1.30269732E-031,-4.52430491E-033,5.88023737E-033
0.25150502,1.57533755E-032,-7.65676289E-032,6.13526627E-033,4.18057096E-032
0.24648829,9.69301061E-032,-1.91424858E-032,-1.2317043E-032,-6.79876407E-034
0.25652174,8.36388643E-032,-1.29118691E-031,-5.49758761E-033,5.50860637E-033
0.18227425,1.77305191E-030,-2.99827084E-030,-9.17925759E-032,4.70696439E-032
0.19230769,1.48519318E-030,-1.50449246E-031,-2.54956687E-032,7.19536376E-032
0.19732441,6.48217855E-031,-2.69578665E-031,-3.49126986E-032,1.1346048E-031
0.18729097,6.61983273E-030,-1.01034482E-030,-9.59065673E-032,-4.16557202E-032
0.20234114,2.84371009E-031,-4.27697809E-031,-2.69382262E-033,1.27472186E-032
0.21237458,5.12705749E-031,-3.30970855E-031,-3.81302069E-032,1.83193505E-033
0.23745819,2.35293073E-031,-1.177273E-031,-1.48376255E-032,-1.17908776E-033
0.20735786,3.94167991E-031,-5.81761803E-031,-1.28065165E-032,2.68208038E-032
0.2173913,2.5036583E-031,-1.23953646E-031,1.07967353E-032,-4.1833039E-033
0.23244147,2.29630358E-031,-2.54817464E-031,-2.87883745E-032,1.71141169E-032
0.22240803,1.23743386E-031,-1.92487492E-031,-4.69266192E-033,-1.8362753E-032
0.24247492,6.20307217E-032,-1.83484695E-032,-1.17091887E-032,-3.83683109E-033
0.22742475,1.52687696E-031,-2.31241998E-031,3.06948727E-032,-1.9580301E-032
0.25250836,1.04218785E-031,-1.45333819E-031,-1.07445574E-032,7.73782196E-033
0.24749164,1.53618743E-032,-1.09772373E-031,-1.53757288E-033,-2.02344905E-032
0.25752508,1.52058585E-031,-1.09825636E-031,-1.11742338E-033,4.1610582E-033
0.18327759,8.42666975E-031,-2.32914795E-030,-1.45895843E-031,6.18855441E-033
0.19331104,7.48351928E-031,2.73128376E-031,3.19550399E-032,-9.85815279E-032
0.19832776,2.97202396E-031,-4.5047759E-031,-5.42303755E-032,5.16466622E-032
0.21337793,2.55445813E-031,-1.47077716E-031,-4.42057394E-032,-1.23947388E-032
0.2083612,5.86462219E-031,-3.4098728E-031,-1.00941763E-032,1.63469873E-032
0.18829431,4.04382006E-030,1.96341632E-030,-9.06597128E-032,-1.45407529E-031
0.20334448,5.2157558E-031,-7.12921608E-031,-1.42710871E-032,6.76959868E-033
0.23846154,3.04115123E-032,-7.03627816E-032,5.71668621E-034,-3.9718458E-033
0.21839465,1.45205348E-031,-2.22967839E-031,-1.25972353E-033,-3.36063144E-033
0.23344482,2.40756998E-031,-1.06135361E-031,-1.253002E-032,-1.74645839E-033
0.24347826,3.05281518E-032,-1.59755885E-031,3.96501827E-033,8.92725011E-034
0.22341137,1.75428063E-031,-2.74491607E-031,8.48779263E-033,-2.3420764E-032
0.22842809,2.79425263E-031,-2.77030597E-031,5.07534662E-032,7.27475196E-034
0.24849498,1.28317929E-031,-1.59366585E-031,4.89221674E-033,-8.30465223E-033
0.25351171,1.63494274E-031,-1.14421634E-031,1.12615497E-033,1.01223291E-032
0.25852843,1.16062347E-031,-3.94332991E-032,-3.29229487E-033,5.94464222E-033
0.18428094,-7.14261787E-032,-3.77782497E-030,-7.17541781E-032,-6.35594034E-032
0.19431438,1.73157234E-031,-6.17864712E-031,1.0401881E-031,-3.79991905E-032
0.1993311,7.31662196E-031,-8.63333E-031,-5.57554173E-032,-1.89958957E-032
0.20936455,2.67763978E-031,-1.85559898E-031,-1.92322303E-032,2.12619424E-032
0.23946488,8.73937967E-032,-1.9779516E-031,-5.5453508E-033,1.17886118E-032
0.18929766,7.97444503E-031,1.70485174E-030,-3.10145035E-032,-1.79708609E-031
0.20434783,6.78849178E-031,-3.4843531E-031,1.5400181E-032,9.55919952E-034
0.21438127,1.69009141E-031,-2.61051833E-031,-3.08946784E-032,-3.72576027E-032
0.21939799,2.08280249E-031,-3.2862888E-031,-2.69172168E-033,-6.69421743E-033
0.23444816,5.38862835E-032,-1.21126511E-031,-1.3625801E-033,1.03679476E-032
0.24448161,1.50917733E-031,-1.68829309E-031,-1.06555427E-032,3.13722941E-033
0.22441472,3.31909376E-031,-2.94801789E-031,1.64011221E-032,-1.68398749E-032
0.22943144,2.42802085E-031,-1.02461299E-031,5.1305006E-032,3.70448846E-032
0.25451505,1.1291415E-031,-3.47221114E-032,-4.51595841E-033,7.13607156E-033
0.25953177,2.63645506E-032,-3.77354231E-032,-3.04240384E-033,4.257506E-033
0.24949833,1.76107028E-031,-1.19665972E-031,1.1309858E-032,-2.75127991E-032
0.26053512,6.73514305E-032,-1.13709053E-031,-4.44553409E-033,2.50149855E-033
0.26555184,1.29787039E-031,-1.06667679E-031,-9.70758765E-033,4.04940546E-033
0.27558528,5.0496996E-032,-2.48733001E-032,-2.50432947E-033,1.25469462E-033
0.28060201,-1.03204174E-033,-4.3213293E-032,-1.27903469E-033,3.8850597E-034
0.27056856,1.14698827E-031,-6.22058728E-032,-2.77729395E-033,1.1646995E-033
0.29063545,3.30047482E-032,-8.78121239E-032,-1.2110864E-033,-1.27385674E-033
0.29565217,-3.27145461E-032,-1.18773911E-031,1.46062552E-033,7.91388381E-035
0.28561873,1.86585622E-032,-8.90468217E-032,-2.36487574E-033,6.17679693E-034
0.3006689,-2.25024273E-032,-1.95083443E-031,-8.38701818E-034,4.33158989E-033
0.30568562,1.60390794E-031,-1.02439784E-030,-7.74469214E-033,1.36831672E-033
0.31070234,1.46725293E-031,-1.76929614E-031,-4.94087607E-033,-2.81869748E-033
0.31571906,1.97284306E-031,-8.15223316E-032,-2.27596474E-033,-3.14445765E-033
0.32073579,1.08475475E-031,1.47680073E-032,4.07159002E-034,-1.65030856E-033
0.33578595,-2.97860369E-032,7.64905453E-034,-3.20407671E-033,2.40967602E-032
0.33076923,5.00865144E-033,-7.50687078E-033,1.66440911E-033,1.48181334E-032
0.32575251,3.71905863E-032,2.07745389E-033,3.26447876E-033,3.77913831E-033
0.26153846,1.41556654E-031,-1.06949778E-031,7.56742789E-034,5.74015875E-034
0.26655518,1.18744911E-031,-5.39451258E-032,-7.52758231E-033,1.19449854E-033
0.2916388,3.4147619E-032,-1.01616183E-031,3.10077069E-033,3.03463166E-033
0.28160535,5.08383547E-032,-1.02575345E-031,-2.21188217E-033,2.72184412E-034
0.27157191,4.54725443E-032,-2.37816733E-032,-2.940583E-033,3.5468532E-034
0.29665552,5.25739553E-032,-1.06485559E-031,-1.05544875E-033,6.15468558E-033
0.27658863,9.97683275E-033,-6.26399846E-032,-1.10498806E-033,7.67211632E-034
0.28662207,6.61157388E-032,-8.59311597E-032,7.26686187E-034,-4.67383765E-034
0.31170569,2.90860438E-031,-6.70703212E-032,-1.86088104E-033,-4.52559441E-033
0.30668896,7.56252145E-031,-6.63921801E-031,-8.05282631E-033,-3.33320523E-033
0.30167224,3.85676139E-032,-5.18485887E-033,-6.68210996E-033,3.57643634E-033
0.31672241,1.19221544E-031,3.14299605E-032,8.48503971E-034,-1.74337806E-033
0.32675585,9.19898153E-033,-3.83466064E-032,-4.69293405E-033,8.98850021E-033
0.32173913,3.70107065E-032,4.54005945E-033,1.24440876E-033,3.96620691E-033
0.3367893,2.61369313E-032,-6.34124208E-032,-2.46488933E-032,1.43143096E-032
0.33177258,-3.41089079E-033,-1.18348305E-031,-1.5802661E-032,1.06327927E-032
0.26254181,1.18797398E-031,-4.56192891E-032,2.54874223E-033,6.31761849E-033
0.26755853,4.05662473E-032,-2.48524718E-032,-4.68892711E-033,-4.03985173E-034
0.29264214,7.0434771E-032,-3.23504132E-032,-4.36230006E-033,5.56679927E-033
0.27257525,2.35836285E-032,-7.76712814E-032,-1.6314434E-033,1.03591323E-033
0.2826087,8.45462168E-032,-8.090345E-032,7.93709263E-034,9.4652965E-034
0.27759197,7.70943895E-032,-1.05927554E-031,-2.1314023E-033,1.32986732E-034
0.28762542,6.22286997E-032,-6.32795075E-032,2.06296753E-034,5.11214424E-033
0.30769231,7.49794459E-031,-1.258539E-032,-4.05374002E-033,-5.42187492E-033
0.31270903,1.52011704E-031,6.83659617E-032,9.21110476E-034,-2.3827743E-033
0.29765886,2.37704862E-032,4.96526311E-033,-5.76463242E-033,2.09214823E-033
0.31772575,3.77649136E-032,6.19173616E-033,-7.49583543E-035,3.17688217E-033
0.30267559,-2.04244301E-031,9.35473983E-032,-6.62672134E-033,9.71413973E-036
0.3277592,7.90155004E-032,-1.22377154E-031,-9.32898315E-033,8.79190077E-034
0.32274247,2.2738164E-032,-6.14314512E-032,-5.25589613E-033,4.63095287E-033
0.33277592,9.91519871E-032,-7.73807427E-032,-1.26865356E-032,-4.66166014E-033
0.33779264,2.75308968E-032,2.87824016E-033,-2.05720165E-032,-3.90419712E-034
0.26354515,3.41183693E-032,-2.85881548E-032,-2.6294851E-034,1.00690108E-032
0.26856187,3.86033791E-032,-9.01051085E-032,-3.34952996E-033,1.45476632E-033
0.29364548,-2.66025665E-033,-7.89891446E-033,-3.95254955E-033,6.83880593E-035
0.28361204,6.04490655E-032,-3.95095251E-032,-1.8911196E-033,3.72674728E-033
0.2735786,9.72969009E-032,-1.06798351E-031,-2.47721491E-033,7.40747241E-035
0.27859532,9.83685291E-032,-7.56284338E-032,2.24822604E-035,1.53144443E-033
0.28862876,2.96452631E-032,3.60347249E-033,-4.65139796E-033,1.37850453E-033
0.30869565,2.76784834E-031,2.15428988E-031,-7.96088185E-034,-3.24388548E-033
0.31371237,3.93331066E-032,9.6289133E-033,-1.18823928E-033,1.85107873E-033
0.29866221,-6.5701735E-032,-2.18851248E-032,-3.9986939E-033,7.65011825E-036
0.32876254,1.17509043E-031,-2.34557557E-032,-2.92096625E-033,-3.61710577E-033
0.3187291,4.24916382E-032,-8.52875269E-032,-4.91121328E-033,1.89098931E-033
0.30367893,-5.60674909E-031,-1.65169714E-031,-4.28428385E-033,-1.17055124E-033
0.33879599,4.17288165E-032,-1.53103237E-032,-1.15325538E-032,7.49581969E-034
0.32374582,1.19453689E-031,-1.04828704E-031,-5.44199975E-033,-1.18231217E-033
0.33377926,2.73656294E-032,-4.69146474E-033,-2.45246723E-033,-6.0923242E-033
0.26454849,5.32587171E-032,-1.01164212E-031,-7.14897207E-033,1.07114457E-032
0.26956522,1.14845962E-031,-1.07186719E-031,-3.85983437E-033,1.77179628E-034
0.29464883,-1.31265713E-032,-6.6871189E-032,-2.62861121E-033,-3.86624408E-034
0.28461538,-4.96648947E-034,-1.57920639E-032,-2.36724104E-033,1.04379682E-034
0.27458194,1.07852687E-031,-6.91050604E-032,-1.03841726E-033,1.53501866E-033
0.27959866,5.55425561E-032,-2.98208858E-032,-2.36136965E-033,2.27995487E-033
0.28963211,-9.93949303E-033,-5.35505469E-032,-2.24424217E-033,5.29347149E-034
0.309699,4.00101644E-032,1.97945433E-032,-3.32483156E-033,-8.14340355E-035
0.29966555,-1.35715832E-031,-1.22025643E-031,-1.1915971E-033,-2.19029234E-034
0.31471572,7.48771647E-032,-1.1637806E-031,-4.56917231E-033,-3.59525935E-034
0.32976589,3.58221305E-032,-2.8469985E-033,5.24168832E-033,1.73973357E-034
0.30468227,-4.92674948E-031,-7.69908764E-031,-3.12707281E-033,1.08224977E-033
0.33979933,4.02964712E-032,1.96152956E-032,-1.53687737E-032,1.37210654E-032
0.31973244,1.522944E-031,-9.21479559E-032,-3.45977301E-033,-2.16706485E-033
0.32474916,1.09597731E-031,9.9389123E-034,-4.67440991E-034,-2.15954575E-033
0.33478261,3.89538883E-032,9.90560626E-033,8.72898098E-033,4.59842455E-033
0.34080268,2.57318295E-032,-2.34015763E-032,-4.19070694E-032,1.1760228E-032
0.3458194,3.43721142E-032,2.1020231E-034,-3.48397515E-032,-2.94260096E-032
0.35083612,1.71856102E-032,-7.74124799E-033,4.37937774E-032,4.86584483E-032
0.36086957,6.72678177E-032,-2.00988293E-033,4.1934733E-033,3.91644171E-033
0.35585284,5.16452244E-032,-2.45448974E-032,5.06062719E-033,1.25795591E-032
0.37090301,2.66350385E-032,-7.0056781E-033,-8.82005875E-033,-1.55155851E-033
0.36588629,4.10892533E-032,2.62600445E-033,1.60775E-032,1.7738091E-032
0.37591973,2.00678134E-032,-1.46373826E-032,-2.64923536E-033,1.89646274E-033
0.38093645,3.56125327E-032,-3.59727367E-032,-9.9858026E-033,6.96519516E-033
0.38595318,5.25243847E-032,-2.4518656E-032,2.33281695E-033,-6.83270293E-034
0.3909699,2.67184781E-032,-5.59912529E-033,-8.66501014E-034,-4.26086778E-034
0.39598662,1.10163529E-032,-9.3518273E-033,-4.39314273E-034,-1.14336376E-033
0.34180602,3.20836481E-032,2.61168198E-033,-5.20750654E-032,-2.04997671E-032
0.34682274,2.09070936E-032,-1.33555334E-032,-2.70457902E-032,-7.48629038E-032
0.35183946,5.80776137E-032,-1.940819E-032,-4.73195008E-034,3.21580949E-032
0.36187291,3.54753607E-032,-1.42612378E-033,7.57652398E-033,3.90681934E-034
0.37190635,2.17204681E-032,-1.78808824E-032,-4.27887146E-033,2.45098227E-033
0.35685619,5.79914652E-032,-6.58861858E-034,6.57064076E-034,2.34526052E-033
0.36688963,2.818787E-032,-9.48279802E-034,8.26614676E-033,2.82693199E-032
0.37692308,4.53753043E-032,-4.05126042E-032,-5.05912303E-033,3.72342572E-033
0.3819398,5.56566966E-032,-2.0566308E-032,-1.63420998E-032,-5.663353E-034
0.38695652,2.41768798E-032,-5.19353884E-033,-1.21844314E-033,-1.1009082E-033
0.39698997,1.82294567E-032,-1.96612185E-032,4.3514871E-034,-1.0562657E-033
0.39197324,1.26190013E-032,-1.04232537E-032,-5.24906775E-034,-1.71245826E-033
0.34280936,2.85878326E-032,-1.78913405E-032,-2.97271231E-032,-4.50698105E-032
0.34782609,6.20628272E-032,-1.13704805E-032,3.01583991E-032,-9.86250183E-032
0.35284281,5.11119599E-032,-2.26421643E-033,-2.5243905E-033,2.07683918E-033
0.3729097,6.00419462E-032,-4.10976698E-032,-7.24294111E-033,5.0020058E-033
0.36287625,2.35673288E-032,3.44777874E-033,1.22101631E-032,1.51992333E-033
0.36789298,2.5722937E-032,-2.33146379E-032,-7.50316841E-033,3.02286267E-032
0.38294314,2.21037185E-032,-5.64285545E-033,-1.24102182E-032,-1.13294096E-032
0.37792642,5.76477147E-032,-1.49253857E-032,-6.24898616E-033,1.09276085E-033
0.35785953,3.48578258E-032,-4.12242153E-033,7.7721396E-033,-2.40771263E-033
0.38795987,1.4574835E-032,-1.13167315E-032,-5.8642305E-034,-3.12578138E-033
0.39799331,3.99090263E-032,-2.90885876E-032,4.1423354E-034,-9.74559203E-035
0.39297659,2.10418983E-032,-2.29341047E-032,6.87010245E-034,-1.37100088E-033
0.34381271,6.03624977E-032,1.42767572E-033,-2.95534716E-033,-3.78757594E-032
0.34882943,4.46783647E-032,-5.0022493E-033,9.02224045E-032,-5.85076053E-032
0.35384615,3.53788164E-032,-4.00958479E-033,1.40333876E-032,-3.03177092E-033
0.37391304,5.71314757E-032,-7.18864566E-033,-8.5040296E-033,9.81282413E-034
0.38394649,1.66110588E-032,-1.21013641E-032,-1.60032283E-033,-1.34436133E-032
0.3638796,3.40742338E-032,-2.74723516E-032,1.45681755E-032,6.29383957E-033
0.36889632,7.52666247E-032,-3.0456947E-032,-2.11011125E-032,1.89129448E-032
0.37892977,2.12517687E-032,-6.96442664E-033,-3.13705503E-033,3.87759406E-034
0.35886288,1.84881005E-032,2.05243382E-033,1.29430932E-032,2.4280411E-033
0.38896321,2.45886238E-032,-2.67379406E-032,1.34070004E-033,-2.18707987E-033
0.39397993,4.44041948E-032,-2.8608241E-032,4.87444292E-034,-6.28552913E-035
0.39899666,3.18103452E-032,-8.35124369E-033,-3.57854667E-034,-7.20078304E-035
